participant,trial,question,choice
53,4,trees,3
53,5,trees,3
53,6,trees,3
53,7,a_strength,2
53,8,b_strength,2
53,9,c_strength,3
53,10,b_strength,1
53,11,c_strength,1
53,12,a_choice,fish
53,13,a_choice,trees
53,14,b_choice,fish
53,15,c_choice,fish
53,16,b_choice,fish
53,17,c_choice,trees
53,18,a_choice,trees
53,18,c_choice,fish
53,18,trees,2
53,19,a_strength,1
53,19,b_strength,1
53,20,b_strength,3
53,20,b_choice,fish
53,21,c_strength,2
53,22,a_choice,fish
53,22,b_choice,fish
53,23,trees,3
53,24,trees,3
53,25,trees,2
53,26,b_choice,fish
53,27,a_choice,fish
53,28,b_choice,fish
53,29,b_choice,fish
53,29,c_choice,fish
53,30,a_choice,trees
53,30,c_choice,fish
53,31,a_choice,trees
53,31,b_choice,trees
53,32,b_choice,fish
53,32,c_choice,fish
53,33,c_strength,1
53,34,b_strength,3
53,35,c_strength,1
53,36,a_choice,fish
54,1,trees,1
54,2,trees,2
54,3,trees,3
54,4,trees,1
54,5,trees,2
54,6,trees,3
54,7,a_strength,3
54,8,b_strength,1
54,9,c_strength,2
54,10,b_strength,2
54,11,c_strength,2
54,12,a_choice,trees
54,13,a_choice,fish
54,14,b_choice,trees
54,15,c_choice,fish
54,16,b_choice,fish
54,17,c_choice,trees
54,18,a_choice,fish
54,18,c_choice,fish
54,18,trees,1
54,19,a_strength,3
54,19,b_strength,3
54,20,b_strength,3
54,20,b_choice,fish
54,21,c_strength,3
54,22,a_choice,trees
54,22,b_choice,fish
54,23,trees,2
54,24,trees,1
54,25,trees,1
54,26,b_choice,trees
54,27,a_choice,trees
54,28,b_choice,fish
54,29,b_choice,fish
54,29,c_choice,fish
54,30,a_choice,fish
54,30,c_choice,trees
54,31,a_choice,fish
54,31,b_choice,trees
54,32,b_choice,fish
54,32,c_choice,fish
54,33,c_strength,2
54,34,b_strength,2
54,35,c_strength,3
54,36,a_choice,trees
55,1,trees,1
55,2,trees,1
55,3,trees,3
55,4,trees,2
55,5,trees,2
55,6,trees,3
55,7,a_strength,3
55,8,b_strength,2
55,9,c_strength,1
55,10,b_strength,2
55,11,c_strength,2
55,12,a_choice,trees
55,13,a_choice,fish
55,14,b_choice,fish
55,15,c_choice,fish
55,16,b_choice,trees
55,17,c_choice,fish
55,18,a_choice,fish
55,18,c_choice,fish
55,18,trees,1
55,19,a_strength,2
55,19,b_strength,2
55,20,b_strength,3
55,20,b_choice,fish
55,21,c_strength,3
55,22,a_choice,fish
55,22,b_choice,fish
55,23,trees,1
55,24,trees,2
55,25,trees,1
55,26,b_choice,trees
55,27,a_choice,trees
55,28,b_choice,trees
55,29,b_choice,trees
55,29,c_choice,trees
55,30,a_choice,fish
55,30,c_choice,trees
55,31,a_choice,fish
55,31,b_choice,trees
55,32,b_choice,trees
55,32,c_choice,fish
55,33,c_strength,1
55,34,b_strength,3
55,35,c_strength,1
55,36,a_choice,trees
56,1,trees,1
56,2,trees,1
56,3,trees,3
56,4,trees,3
56,5,trees,3
56,6,trees,3
56,7,a_strength,3
56,8,b_strength,1
56,9,c_strength,1
56,10,b_strength,2
56,11,c_strength,3
56,12,a_choice,fish
56,13,a_choice,fish
56,14,b_choice,trees
56,15,c_choice,trees
56,16,b_choice,trees
56,17,c_choice,trees
56,18,a_choice,fish
56,18,c_choice,trees
56,18,trees,1
56,19,a_strength,2
56,19,b_strength,1
56,20,b_strength,3
56,20,b_choice,trees
56,21,c_strength,1
56,22,a_choice,fish
56,22,b_choice,trees
56,23,trees,1
56,24,trees,3
56,25,trees,1
56,26,b_choice,trees
56,27,a_choice,trees
56,28,b_choice,fish
56,29,b_choice,fish
56,29,c_choice,trees
56,30,a_choice,trees
56,30,c_choice,fish
56,31,a_choice,trees
56,31,b_choice,trees
56,32,b_choice,trees
56,32,c_choice,trees
56,33,c_strength,1
56,34,b_strength,3
56,35,c_strength,3
56,36,a_choice,fish
57,1,trees,1
57,2,trees,1
57,3,trees,3
57,4,trees,3
57,5,trees,1
57,6,trees,3
57,7,a_strength,3
57,8,b_strength,1
57,9,c_strength,1
57,10,b_strength,2
57,11,c_strength,3
57,12,a_choice,trees
57,13,a_choice,fish
57,14,b_choice,fish
57,15,c_choice,fish
57,16,b_choice,fish
57,17,c_choice,trees
57,18,a_choice,fish
57,18,c_choice,fish
57,18,trees,1
57,19,a_strength,1
57,19,b_strength,1
57,20,b_strength,3
57,20,b_choice,fish
57,21,c_strength,3
57,22,a_choice,trees
57,22,b_choice,trees
57,23,trees,1
57,24,trees,3
57,25,trees,2
57,26,b_choice,trees
57,27,a_choice,trees
57,28,b_choice,fish
57,29,b_choice,fish
57,29,c_choice,fish
57,30,a_choice,fish
57,30,c_choice,trees
57,31,a_choice,fish
57,31,b_choice,fish
57,32,b_choice,fish
57,32,c_choice,fish
57,33,c_strength,2
57,34,b_strength,2
57,35,c_strength,1
57,36,a_choice,fish
58,1,trees,1
58,2,trees,3
58,3,trees,1
58,4,trees,1
58,5,trees,1
58,6,trees,1
58,7,a_strength,3
58,8,b_strength,3
58,9,c_strength,3
58,10,b_strength,1
58,11,c_strength,3
58,12,a_choice,fish
58,13,a_choice,fish
58,14,b_choice,trees
58,15,c_choice,fish
58,16,b_choice,fish
58,17,c_choice,fish
58,18,a_choice,fish
58,18,c_choice,fish
58,18,trees,2
58,19,a_strength,3
58,19,b_strength,3
58,20,b_strength,3
58,20,b_choice,trees
58,21,c_strength,3
58,22,a_choice,fish
58,22,b_choice,fish
58,23,trees,1
58,24,trees,1
58,25,trees,1
58,26,b_choice,trees
58,27,a_choice,trees
58,28,b_choice,fish
58,29,b_choice,fish
58,29,c_choice,fish
58,30,a_choice,fish
58,30,c_choice,trees
58,31,a_choice,fish
58,31,b_choice,trees
58,32,b_choice,fish
58,32,c_choice,fish
58,33,c_strength,3
58,34,b_strength,2
58,35,c_strength,3
58,36,a_choice,trees
59,1,trees,1
59,2,trees,1
59,3,trees,3
59,4,trees,1
59,5,trees,1
59,6,trees,3
59,7,a_strength,3
59,8,b_strength,3
59,9,c_strength,2
59,10,b_strength,3
59,11,c_strength,3
59,12,a_choice,fish
59,13,a_choice,trees
59,14,b_choice,trees
59,15,c_choice,fish
59,16,b_choice,fish
59,17,c_choice,fish
59,18,a_choice,fish
59,18,c_choice,fish
59,18,trees,1
59,19,a_strength,2
59,19,b_strength,2
59,20,b_strength,3
59,20,b_choice,fish
59,21,c_strength,3
59,22,a_choice,fish
59,22,b_choice,trees
59,23,trees,2
59,24,trees,2
59,25,trees,1
59,26,b_choice,fish
59,27,a_choice,fish
59,28,b_choice,fish
59,29,b_choice,trees
59,29,c_choice,fish
59,30,a_choice,fish
59,30,c_choice,trees
59,31,a_choice,fish
59,31,b_choice,trees
59,32,b_choice,fish
59,32,c_choice,fish
59,33,c_strength,1
59,34,b_strength,3
59,35,c_strength,1
59,36,a_choice,trees
60,1,trees,3
60,2,trees,1
60,3,trees,1
60,4,trees,2
60,5,trees,1
60,6,trees,3
60,7,a_strength,1
60,8,b_strength,1
60,9,c_strength,1
60,10,b_strength,2
60,11,c_strength,2
60,12,a_choice,fish
60,13,a_choice,fish
60,14,b_choice,trees
60,15,c_choice,fish
60,16,b_choice,trees
60,17,c_choice,fish
60,18,a_choice,fish
60,18,c_choice,fish
60,18,trees,1
60,19,a_strength,2
60,19,b_strength,2
60,20,b_strength,3
60,20,b_choice,trees
60,21,c_strength,3
60,22,a_choice,fish
60,22,b_choice,trees
60,23,trees,1
60,24,trees,3
60,25,trees,1
60,26,b_choice,fish
60,27,a_choice,trees
60,28,b_choice,trees
60,29,b_choice,fish
60,29,c_choice,trees
60,30,a_choice,trees
60,30,c_choice,fish
60,31,a_choice,trees
60,31,b_choice,trees
60,32,b_choice,trees
60,32,c_choice,trees
60,33,c_strength,2
60,34,b_strength,3
60,35,c_strength,1
60,36,a_choice,fish
63,1,trees,1
63,2,trees,1
63,3,trees,3
63,4,trees,1
63,5,trees,2
63,6,trees,3
63,7,a_strength,3
63,8,b_strength,2
63,9,c_strength,1
63,10,b_strength,1
63,11,c_strength,3
63,12,a_choice,trees
63,13,a_choice,fish
63,14,b_choice,fish
63,15,c_choice,trees
63,16,b_choice,fish
63,17,c_choice,fish
63,18,a_choice,fish
63,18,c_choice,fish
63,18,trees,2
63,19,a_strength,2
63,19,b_strength,2
63,20,b_strength,3
63,20,b_choice,fish
63,21,c_strength,3
63,22,a_choice,fish
63,22,b_choice,trees
63,23,trees,2
63,24,trees,3
63,25,trees,2
63,26,b_choice,trees
63,27,a_choice,trees
63,28,b_choice,trees
63,29,b_choice,trees
63,29,c_choice,fish
63,30,a_choice,fish
63,30,c_choice,fish
63,31,a_choice,fish
63,31,b_choice,trees
63,32,b_choice,fish
63,32,c_choice,fish
63,33,c_strength,1
63,34,b_strength,2
63,35,c_strength,2
63,36,a_choice,trees
64,1,trees,2
64,2,trees,2
64,3,trees,3
64,4,trees,2
64,5,trees,3
64,6,trees,3
64,7,a_strength,1
64,8,b_strength,2
64,9,c_strength,2
64,10,b_strength,2
64,11,c_strength,1
64,12,a_choice,fish
64,13,a_choice,trees
64,14,b_choice,trees
64,15,c_choice,fish
64,16,b_choice,fish
64,17,c_choice,trees
64,18,a_choice,fish
64,18,c_choice,fish
64,18,trees,1
64,19,a_strength,2
64,19,b_strength,2
64,20,b_strength,3
64,20,b_choice,fish
64,21,c_strength,3
64,22,a_choice,fish
64,22,b_choice,fish
64,23,trees,1
64,24,trees,2
64,25,trees,1
64,26,b_choice,trees
64,27,a_choice,trees
64,28,b_choice,trees
64,29,b_choice,trees
64,29,c_choice,fish
64,30,a_choice,trees
64,30,c_choice,fish
64,31,a_choice,trees
64,31,b_choice,trees
64,32,b_choice,fish
64,32,c_choice,fish
64,33,c_strength,2
64,34,b_strength,3
64,35,c_strength,2
64,36,a_choice,trees
66,1,trees,1
66,2,trees,2
66,3,trees,3
66,4,trees,2
66,5,trees,2
66,6,trees,3
66,7,a_strength,3
66,8,b_strength,2
66,9,c_strength,1
66,10,b_strength,2
66,11,c_strength,3
66,12,a_choice,fish
66,13,a_choice,fish
66,14,b_choice,fish
66,15,c_choice,fish
66,16,b_choice,trees
66,17,c_choice,fish
66,18,a_choice,fish
66,18,c_choice,fish
66,18,trees,1
66,19,a_strength,2
66,19,b_strength,2
66,20,b_strength,3
66,20,b_choice,fish
66,21,c_strength,3
66,22,a_choice,fish
66,22,b_choice,fish
66,23,trees,3
66,24,trees,3
66,25,trees,1
66,26,b_choice,trees
66,27,a_choice,trees
66,28,b_choice,fish
66,29,b_choice,trees
66,29,c_choice,fish
66,30,a_choice,fish
66,30,c_choice,fish
66,31,a_choice,fish
66,31,b_choice,trees
66,32,b_choice,fish
66,32,c_choice,fish
66,33,c_strength,1
66,34,b_strength,2
66,35,c_strength,3
66,36,a_choice,trees
68,1,trees,1
68,2,trees,2
68,3,trees,3
68,4,trees,2
68,5,trees,1
68,6,trees,3
68,7,a_strength,3
68,8,b_strength,2
68,9,c_strength,1
68,10,b_strength,2
68,11,c_strength,3
68,12,a_choice,trees
68,13,a_choice,fish
68,14,b_choice,trees
68,15,c_choice,fish
68,16,b_choice,trees
68,17,c_choice,trees
68,18,a_choice,fish
68,18,c_choice,fish
68,18,trees,1
68,19,a_strength,2
68,19,b_strength,2
68,20,b_strength,3
68,20,b_choice,fish
68,21,c_strength,3
68,22,a_choice,fish
68,22,b_choice,fish
68,23,trees,1
68,24,trees,1
68,25,trees,1
68,26,b_choice,trees
68,27,a_choice,trees
68,28,b_choice,fish
68,29,b_choice,trees
68,29,c_choice,fish
68,30,a_choice,fish
68,30,c_choice,trees
68,31,a_choice,trees
68,31,b_choice,fish
68,32,b_choice,trees
68,32,c_choice,trees
68,33,c_strength,1
68,34,b_strength,3
68,35,c_strength,3
68,36,a_choice,fish
69,1,trees,1
69,2,trees,1
69,3,trees,3
69,4,trees,3
69,5,trees,3
69,6,trees,3
69,7,a_strength,2
69,8,b_strength,1
69,9,c_strength,2
69,10,b_strength,1
69,11,c_strength,2
69,12,a_choice,fish
69,13,a_choice,fish
69,14,b_choice,fish
69,15,c_choice,fish
69,16,b_choice,trees
69,17,c_choice,trees
69,18,a_choice,fish
69,18,c_choice,fish
69,18,trees,1
69,19,a_strength,2
69,19,b_strength,2
69,20,b_strength,3
69,20,b_choice,fish
69,21,c_strength,2
69,22,a_choice,fish
69,22,b_choice,fish
69,23,trees,3
69,24,trees,3
69,25,trees,3
69,26,b_choice,fish
69,27,a_choice,fish
69,28,b_choice,fish
69,29,b_choice,fish
69,29,c_choice,trees
69,30,a_choice,fish
69,30,c_choice,fish
69,31,a_choice,fish
69,31,b_choice,fish
69,32,b_choice,fish
69,32,c_choice,fish
69,33,c_strength,1
69,34,b_strength,2
69,35,c_strength,1
69,36,a_choice,trees
70,1,trees,1
70,2,trees,1
70,3,trees,3
70,4,trees,3
70,5,trees,3
70,6,trees,3
70,7,a_strength,1
70,8,b_strength,2
70,9,c_strength,1
70,10,b_strength,2
70,11,c_strength,3
70,12,a_choice,trees
70,13,a_choice,fish
70,14,b_choice,trees
70,15,c_choice,fish
70,16,b_choice,fish
70,17,c_choice,fish
70,18,a_choice,fish
70,18,c_choice,fish
70,18,trees,1
70,19,a_strength,2
70,19,b_strength,2
70,20,b_strength,3
70,20,b_choice,fish
70,21,c_strength,3
70,22,a_choice,fish
70,22,b_choice,fish
70,23,trees,3
70,24,trees,2
70,25,trees,1
70,26,b_choice,trees
70,27,a_choice,fish
70,28,b_choice,trees
70,29,b_choice,trees
70,29,c_choice,fish
70,30,a_choice,fish
70,30,c_choice,fish
70,31,a_choice,fish
70,31,b_choice,trees
70,32,b_choice,fish
70,32,c_choice,fish
70,33,c_strength,1
70,34,b_strength,3
70,35,c_strength,2
70,36,a_choice,trees
72,1,trees,2
72,2,trees,2
72,3,trees,3
72,4,trees,2
72,5,trees,2
72,6,trees,3
72,7,a_strength,1
72,8,b_strength,2
72,9,c_strength,1
72,10,b_strength,2
72,11,c_strength,1
72,12,a_choice,trees
72,13,a_choice,fish
72,14,b_choice,trees
72,15,c_choice,trees
72,16,b_choice,fish
72,17,c_choice,fish
72,18,a_choice,trees
72,18,c_choice,trees
72,18,trees,3
72,19,a_strength,2
72,19,b_strength,2
72,20,b_strength,3
72,20,b_choice,fish
72,21,c_strength,3
72,22,a_choice,fish
72,22,b_choice,fish
72,23,trees,3
72,24,trees,3
72,25,trees,3
72,26,b_choice,trees
72,27,a_choice,trees
72,28,b_choice,fish
72,29,b_choice,trees
72,29,c_choice,fish
72,30,a_choice,fish
72,30,c_choice,trees
72,31,a_choice,fish
72,31,b_choice,trees
72,32,b_choice,trees
72,32,c_choice,trees
72,33,c_strength,2
72,34,b_strength,2
72,35,c_strength,2
72,36,a_choice,trees
73,1,trees,1
73,2,trees,1
73,3,trees,3
73,4,trees,2
73,5,trees,3
73,6,trees,2
73,7,a_strength,2
73,8,b_strength,2
73,9,c_strength,2
73,10,b_strength,2
73,11,c_strength,3
73,12,a_choice,fish
73,13,a_choice,fish
73,14,b_choice,trees
73,15,c_choice,fish
73,16,b_choice,fish
73,17,c_choice,fish
73,18,a_choice,trees
73,18,c_choice,trees
73,18,trees,1
73,19,a_strength,2
73,19,b_strength,2
73,20,b_strength,3
73,20,b_choice,fish
73,21,c_strength,3
73,22,a_choice,fish
73,22,b_choice,fish
73,23,trees,2
73,24,trees,2
73,25,trees,2
73,26,b_choice,fish
73,27,a_choice,trees
73,28,b_choice,fish
73,29,b_choice,trees
73,29,c_choice,trees
73,30,a_choice,fish
73,30,c_choice,trees
73,31,a_choice,fish
73,31,b_choice,trees
73,32,b_choice,trees
73,32,c_choice,fish
73,33,c_strength,1
73,34,b_strength,3
73,35,c_strength,2
73,36,a_choice,fish
76,1,trees,2
76,2,trees,2
76,3,trees,3
76,4,trees,3
76,5,trees,3
76,6,trees,3
76,7,a_strength,3
76,8,b_strength,2
76,9,c_strength,2
76,10,b_strength,1
76,11,c_strength,3
76,12,a_choice,fish
76,13,a_choice,trees
76,14,b_choice,fish
76,15,c_choice,fish
76,16,b_choice,fish
76,17,c_choice,fish
76,18,a_choice,trees
76,18,c_choice,trees
76,18,trees,3
76,19,a_strength,3
76,19,b_strength,3
76,20,b_strength,3
76,20,b_choice,fish
76,21,c_strength,3
76,22,a_choice,fish
76,22,b_choice,fish
76,23,trees,1
76,24,trees,2
76,25,trees,2
76,26,b_choice,fish
76,27,a_choice,fish
76,28,b_choice,trees
76,29,b_choice,fish
76,29,c_choice,trees
76,30,a_choice,fish
76,30,c_choice,fish
76,31,a_choice,trees
76,31,b_choice,fish
76,32,b_choice,trees
76,32,c_choice,trees
76,33,c_strength,2
76,34,b_strength,1
76,35,c_strength,2
76,36,a_choice,fish
79,1,trees,1
79,2,trees,1
79,3,trees,3
79,4,trees,3
79,5,trees,1
79,6,trees,3
79,7,a_strength,1
79,8,b_strength,2
79,9,c_strength,1
79,10,b_strength,2
79,11,c_strength,2
79,12,a_choice,trees
79,13,a_choice,fish
79,14,b_choice,trees
79,15,c_choice,fish
79,16,b_choice,fish
79,17,c_choice,trees
79,18,a_choice,fish
79,18,c_choice,fish
79,18,trees,1
79,19,a_strength,2
79,19,b_strength,2
79,20,b_strength,3
79,20,b_choice,fish
79,21,c_strength,3
79,22,a_choice,trees
79,22,b_choice,trees
79,23,trees,2
79,24,trees,2
79,25,trees,1
79,26,b_choice,trees
79,27,a_choice,trees
79,28,b_choice,trees
79,29,b_choice,fish
79,29,c_choice,fish
79,30,a_choice,fish
79,30,c_choice,fish
79,31,a_choice,trees
79,31,b_choice,fish
79,32,b_choice,trees
79,32,c_choice,trees
79,33,c_strength,2
79,34,b_strength,3
79,35,c_strength,3
79,36,a_choice,trees
82,1,trees,1
82,2,trees,1
82,3,trees,3
82,4,trees,1
82,5,trees,1
82,6,trees,1
82,7,a_strength,1
82,8,b_strength,2
82,9,c_strength,1
82,10,b_strength,1
82,11,c_strength,3
82,12,a_choice,fish
82,13,a_choice,fish
82,14,b_choice,trees
82,15,c_choice,fish
82,16,b_choice,fish
82,17,c_choice,trees
82,18,a_choice,trees
82,18,c_choice,trees
82,18,trees,3
82,19,a_strength,1
82,19,b_strength,2
82,20,b_strength,1
82,20,b_choice,trees
82,21,c_strength,1
82,22,a_choice,trees
82,22,b_choice,trees
82,23,trees,3
82,24,trees,3
82,25,trees,1
82,26,b_choice,trees
82,27,a_choice,trees
82,28,b_choice,trees
82,29,b_choice,fish
82,29,c_choice,trees
82,30,a_choice,fish
82,30,c_choice,trees
82,31,a_choice,trees
82,31,b_choice,fish
82,32,b_choice,fish
82,32,c_choice,trees
82,33,c_strength,3
82,34,b_strength,1
82,35,c_strength,3
82,36,a_choice,fish
87,1,trees,3
87,2,trees,2
87,3,trees,3
87,4,trees,1
87,5,trees,1
87,6,trees,3
87,7,a_strength,3
87,8,b_strength,2
87,9,c_strength,1
87,10,b_strength,2
87,11,c_strength,3
87,12,a_choice,trees
87,13,a_choice,trees
87,14,b_choice,trees
87,15,c_choice,fish
87,16,b_choice,fish
87,17,c_choice,fish
87,18,a_choice,fish
87,18,c_choice,trees
87,18,trees,2
87,19,a_strength,1
87,19,b_strength,1
87,20,b_strength,3
87,20,b_choice,fish
87,21,c_strength,3
87,22,a_choice,fish
87,22,b_choice,fish
87,23,trees,1
87,24,trees,1
87,25,trees,1
87,26,b_choice,trees
87,27,a_choice,fish
87,28,b_choice,trees
87,29,b_choice,fish
87,29,c_choice,fish
87,30,a_choice,fish
87,30,c_choice,fish
87,31,a_choice,fish
87,31,b_choice,fish
87,32,b_choice,trees
87,32,c_choice,fish
87,33,c_strength,1
87,34,b_strength,3
87,35,c_strength,3
87,36,a_choice,trees
89,1,trees,1
89,2,trees,2
89,3,trees,3
89,4,trees,2
89,5,trees,2
89,6,trees,3
89,7,a_strength,1
89,8,b_strength,2
89,9,c_strength,1
89,10,b_strength,2
89,11,c_strength,1
89,12,a_choice,trees
89,13,a_choice,fish
89,14,b_choice,trees
89,15,c_choice,fish
89,16,b_choice,fish
89,17,c_choice,trees
89,18,a_choice,fish
89,18,c_choice,fish
89,18,trees,1
89,19,a_strength,2
89,19,b_strength,2
89,20,b_strength,3
89,20,b_choice,fish
89,21,c_strength,3
89,22,a_choice,fish
89,22,b_choice,trees
89,23,trees,1
89,24,trees,3
89,25,trees,1
89,26,b_choice,trees
89,27,a_choice,trees
89,28,b_choice,fish
89,29,b_choice,trees
89,29,c_choice,fish
89,30,a_choice,fish
89,30,c_choice,trees
89,31,a_choice,trees
89,31,b_choice,fish
89,32,b_choice,trees
89,32,c_choice,trees
89,33,c_strength,2
89,34,b_strength,3
89,35,c_strength,2
89,36,a_choice,trees
90,1,trees,1
90,2,trees,1
90,3,trees,3
90,4,trees,1
90,5,trees,1
90,6,trees,3
90,7,a_strength,1
90,8,b_strength,2
90,9,c_strength,1
90,10,b_strength,2
90,11,c_strength,3
90,12,a_choice,trees
90,13,a_choice,fish
90,14,b_choice,trees
90,15,c_choice,fish
90,16,b_choice,fish
90,17,c_choice,fish
90,18,a_choice,fish
90,18,c_choice,fish
90,18,trees,1
90,19,a_strength,2
90,19,b_strength,2
90,20,b_strength,3
90,20,b_choice,fish
90,21,c_strength,3
90,22,a_choice,fish
90,22,b_choice,trees
90,23,trees,2
90,24,trees,3
90,25,trees,1
90,26,b_choice,trees
90,27,a_choice,trees
90,28,b_choice,fish
90,29,b_choice,fish
90,29,c_choice,fish
90,30,a_choice,fish
90,30,c_choice,fish
90,31,a_choice,fish
90,31,b_choice,trees
90,32,b_choice,fish
90,32,c_choice,fish
90,33,c_strength,1
90,34,b_strength,2
90,35,c_strength,2
90,36,a_choice,trees
